provincia,carretera,pk_inicio,pk_fin,imd_total,imd_pesado,porcentaje_pesados,tramo
Burgos,N-627,68.0,68.1,298.0,61.0,20.47,N-627 (PK 68.0 a 68.1)
Cáceres,N-630A,472.1,472395,8071.0,119.0,1.47,N-630A (PK 472.1 a 472.395)
Lugo,N-634,611.9,612.2,2669.0,171.0,6.41,N-634 (PK 611.9 a 612.2)
Lugo,N-640,13.3,13.4,2537.0,451.0,17.78,N-640 (PK 13.3 a 13.4)
Pontevedra,PO-10,1.0,1667,32557.0,2096.0,6.44,PO-10 (PK 1.0 a 1.667)
Málaga,A-7,1047.0,1047.25,80152.0,6423.0,8.01,A-7 (PK 1047.0 a 1047.25)
Toledo,A-42,48.3,48.9,44427.0,4384.0,9.87,A-42 (PK 48.3 a 48.9)
Pontevedra,A-55,7.3,7.9,64322.0,4315.0,6.71,A-55 (PK 7.3 a 7.9)
Ávila,A-6,122.9,123.6,18350.0,2872.0,15.65,A-6 (PK 122.9 a 123.6)
Burgos,A-73,62.05,63.0,3309.0,799.0,24.15,A-73 (PK 62.05 a 63.0)
Murcia,CT-32,2.63,3.1,27346.0,5358.0,19.59,CT-32 (PK 2.63 a 3.1)
Segovia,N-110,150.4,150.6,2423.0,263.0,10.85,N-110 (PK 150.4 a 150.6)
Teruel,N-211,226.7,226.9,2217.0,269.0,12.13,N-211 (PK 226.7 a 226.9)
Burgos,N-232,486.6,487.0,977.0,154.0,15.76,N-232 (PK 486.6 a 487.0)
Zaragoza,N-234,290.3,290.6,1463.0,241.0,16.47,N-234 (PK 290.3 a 290.6)
Huesca,N-240,316.7,316.79,2556.0,301.0,11.78,N-240 (PK 316.7 a 316.79)
Girona,N-260,61.1,61.45,7592.0,627.0,8.26,N-260 (PK 61.1 a 61.45)
Zaragoza,N-2A,326.18,326.35,19038.0,1151.0,6.05,N-2A (PK 326.18 a 326.35)
Cuenca,N-310,145.0,145.6,1842.0,206.0,11.18,N-310 (PK 145.0 a 145.6)
Toledo,N-400,88.0,88.3,1678.0,188.0,11.2,N-400 (PK 88.0 a 88.3)
Ávila,N-403,82825,82.9,5593.0,270.0,4.83,N-403 (PK 82.825 a 82.9)
Ciudad Real,N-430,285.0,285.7,2972.0,633.0,21.3,N-430 (PK 285.0 a 285.7)
Cáceres,N-5,195.7,196.0,2642.0,211.0,7.99,N-5 (PK 195.7 a 196.0)
Ourense,N-540,68.87,69.2,2682.0,217.0,8.09,N-540 (PK 68.87 a 69.2)
A Coruña,N-550,17.3,17.5,13891.0,667.0,4.8,N-550 (PK 17.3 a 17.5)
Pontevedra,N-551,1.82,2.0,4014.0,40.0,1.0,N-551 (PK 1.82 a 2.0)
Cantabria,N-611A,131.65,131.95,25.0,1.0,4.0,N-611A (PK 131.65 a 131.95)
Cáceres,N-630,454.0,454.4,480.0,50.0,10.42,N-630 (PK 454.0 a 454.4)
Badajoz,N-630,702.5,702.7,1527.0,103.0,6.75,N-630 (PK 702.5 a 702.7)
Sevilla,N-630,805.2,805.73,3620.0,312.0,8.62,N-630 (PK 805.2 a 805.73)
Lugo,N-634,567.4,567.9,6234.0,290.0,4.65,N-634 (PK 567.4 a 567.9)
Lugo,N-634,613.2,613.6,2669.0,171.0,6.41,N-634 (PK 613.2 a 613.6)
Asturias,N-640,11.8,11.9,4752.0,471.0,9.91,N-640 (PK 11.8 a 11.9)
Lugo,N-642,0.0,0.2,3020.0,146.0,4.83,N-642 (PK 0.0 a 0.2)
Castellón,A-7,292.6,292.89,29785.0,4554.0,15.29,A-7 (PK 292.6 a 292.89)
Jaén,A-4,257.2,257.6,31844.0,7394.0,23.22,A-4 (PK 257.2 a 257.6)
Cáceres,A-5,183.6,184.7,17045.0,3215.0,18.86,A-5 (PK 183.6 a 184.7)
Madrid,A-5R,2.1,2.3,131389.0,5794.0,4.41,A-5R (PK 2.1 a 2.3)
León,A-6,277.0,277.8,7819.0,1834.0,23.46,A-6 (PK 277.0 a 277.8)
Asturias,A-63,0.34,0.5,23464.0,1206.0,5.14,A-63 (PK 0.34 a 0.5)
Burgos,N-1,202.7,202.8,4736.0,1037.0,21.9,N-1 (PK 202.7 a 202.8)
La Rioja,N-120,24.76,24.9,1456.0,113.0,7.76,N-120 (PK 24.76 a 24.9)
León,N-120,313.2,314.0,16337.0,2397.0,14.67,N-120 (PK 313.2 a 314.0)
León,N-120,334.0,334.6,9857.0,1446.0,14.67,N-120 (PK 334.0 a 334.6)
Zaragoza,N-2,391.1,391.2,1907.0,903.0,47.35,N-2 (PK 391.1 a 391.2)
La Rioja,N-232,360.6,361.1,9116.0,1077.0,11.81,N-232 (PK 360.6 a 361.1)
La Rioja,N-232,395.1,395.3,10536.0,1021.0,9.69,N-232 (PK 395.1 a 395.3)
La Rioja,N-232,459.0,460.5,3889.0,752.0,19.34,N-232 (PK 459.0 a 460.5)
Burgos,N-232,561.3,561.4,1058.0,78.0,7.37,N-232 (PK 561.3 a 561.4)
Girona,N-260,50.65,51.32,7592.0,628.0,8.27,N-260 (PK 50.65 a 51.32)
Jaén,N-322,152.6,153.2,10601.0,589.0,5.56,N-322 (PK 152.6 a 153.2)
Albacete,N-322,381.4,381.7,3202.0,558.0,17.43,N-322 (PK 381.4 a 381.7)
Granada,N-323A,169.13,169.28,194.0,34.0,17.53,N-323A (PK 169.13 a 169.28)
Valencia,N-330,99056,99.8,2600.0,202.0,7.77,N-330 (PK 99.056 a 99.8)
Valencia,N-330,124.6,124.7,1875.0,113.0,6.03,N-330 (PK 124.6 a 124.7)
Zaragoza,N-330,428.5,428.8,333.0,125.0,37.54,N-330 (PK 428.5 a 428.8)
Huesca,N-330,617.0,617.2,7587.0,658.0,8.67,N-330 (PK 617.0 a 617.2)
Cuenca,N-400,94.7,95.06,1678.0,188.0,11.2,N-400 (PK 94.7 a 95.06)
Ávila,N-403,149.8,150.2,4445.0,333.0,7.49,N-403 (PK 149.8 a 150.2)
Cuenca,N-420,473.2,473.7,1120.0,191.0,17.05,N-420 (PK 473.2 a 473.7)
Badajoz,N-502,243.1,243.5,1777.0,246.0,13.84,N-502 (PK 243.1 a 243.5)
Ciudad Real,N-502A,280.2,280.5,571.0,50.0,8.76,N-502A (PK 280.2 a 280.5)
Zamora,N-525,67.5,68.7,771.0,74.0,9.6,N-525 (PK 67.5 a 68.7)
Ourense,N-525,120.0,120.2,1787.0,173.0,9.68,N-525 (PK 120.0 a 120.2)
Ourense,N-525,249.0,249.2,7794.0,487.0,6.25,N-525 (PK 249.0 a 249.2)
Pontevedra,N-550A,98.7,99.0,5544.0,494.0,8.91,N-550A (PK 98.7 a 99.0)
León,N-6,344.9,345.6,390.0,33.0,8.46,N-6 (PK 344.9 a 345.6)
A Coruña,N-6,576.2,576.6,15162.0,1754.0,11.57,N-6 (PK 576.2 a 576.6)
A Coruña,N-6,579.0,579.4,15162.0,1754.0,11.57,N-6 (PK 579.0 a 579.4)
Cantabria,N-611A,129025,129425,409.0,14.0,3.42,N-611A (PK 129.025 a 129.425)
Burgos,N-622,47.85,48.5,1332.0,246.0,18.47,N-622 (PK 47.85 a 48.5)
Lugo,N-634,615.1,615.4,2669.0,171.0,6.41,N-634 (PK 615.1 a 615.4)
Pontevedra,N-640,196.0,197.0,4133.0,252.0,6.1,N-640 (PK 196.0 a 197.0)
Palencia,P-11,0.0,0.4,17526.0,948.0,5.41,P-11 (PK 0.0 a 0.4)
Zaragoza,Z-40,13.56,14.4,29098.0,2957.0,10.16,Z-40 (PK 13.56 a 14.4)
La Rioja,A-12,78167,78.9,30729.0,3624.0,11.79,A-12 (PK 78.167 a 78.9)
Madrid,A-2,20.1,21.3,183173.0,20702.0,11.3,A-2 (PK 20.1 a 21.3)
León,A-60,104.4,106.8,7023.0,1440.0,20.5,A-60 (PK 104.4 a 106.8)
Salamanca,A-62,355.0,355346,5553.0,2756.0,49.63,A-62 (PK 355.0 a 355.346)
Segovia,N-1,115.56,116.1,2632.0,207.0,7.86,N-1 (PK 115.56 a 116.1)
Burgos,N-1,202.2,202.7,4736.0,1037.0,21.9,N-1 (PK 202.2 a 202.7)
Burgos,N-1,243.08,243.48,300.0,54.0,18.0,N-1 (PK 243.08 a 243.48)
Ávila,N-110,336.2,336.4,2316.0,176.0,7.6,N-110 (PK 336.2 a 336.4)
Segovia,N-110A,96.6,97.0,1270.0,180.0,14.17,N-110A (PK 96.6 a 97.0)
Soria,N-111,186.6,186.7,92.0,8.0,8.7,N-111 (PK 186.6 a 186.7)
La Rioja,N-120,39.38,39.9,67.0,25.0,37.31,N-120 (PK 39.38 a 39.9)
Girona,N-2,759.49,759.7,14914.0,2030.0,13.61,N-2 (PK 759.49 a 759.7)
Teruel,N-211,193.6,193.8,1407.0,321.0,22.81,N-211 (PK 193.6 a 193.8)
Zaragoza,N-234,255.8,256.41,3663.0,401.0,10.95,N-234 (PK 255.8 a 256.41)
Girona,N-260,50.5,50.65,7592.0,628.0,8.27,N-260 (PK 50.5 a 50.65)
Girona,N-2A,722.0,722.2,4824.0,340.0,7.05,N-2A (PK 722.0 a 722.2)
Tarragona,N-420,878.8,879.52,41380.0,2081.0,5.03,N-420 (PK 878.8 a 879.52)
Cáceres,N-521,47387,47.8,6844.0,352.0,5.14,N-521 (PK 47.387 a 47.8)
A Coruña,N-550,17.2,17.3,13891.0,667.0,4.8,N-550 (PK 17.2 a 17.3)
Segovia,N-6,93.89,95.3,10594.0,1400.0,13.22,N-6 (PK 93.89 a 95.3)
León,N-6,291.6,291.7,885.0,65.0,7.34,N-6 (PK 291.6 a 291.7)
León,N-6,418.5,418.8,600.0,63.0,10.5,N-6 (PK 418.5 a 418.8)
León,N-6,418.8,418.9,600.0,63.0,10.5,N-6 (PK 418.8 a 418.9)
Burgos,N-627,63.0,63.8,298.0,61.0,20.47,N-627 (PK 63.0 a 63.8)
Cáceres,N-630,487.8,488.1,4496.0,424.0,9.43,N-630 (PK 487.8 a 488.1)
Asturias,N-634,418.6,418.7,2287.0,192.0,8.4,N-634 (PK 418.6 a 418.7)
Lugo,N-634,611.5,611.9,2669.0,171.0,6.41,N-634 (PK 611.5 a 611.9)
